Title,Post date,Application Deadline,Issues,Institution(s),Other Organization(s),URL,Body,All terms
"Dir, Parking, Transportation & Sustainability, Purchase College",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175351867,"Purchase College, part of the State University of New York system, seeks a Director of Parking, Transportation, and Sustainability to oversee the campus transportation program, the campus Zipcar program, and the counter service and overall management of campus parking services. In addition, the Director will be responsible for all sustainable and environmental programs.  The position will ultimately oversee three staff members and some student workers and be an integral part in the College community.  A Bachelor's degree is required and a Master's degree is preferred.  The application deadline is December 31, 2008.",Jobs & Internships
"Assoc Specialist, Agroecology & Sustainable Food Systems, UCSC",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://apo.ucsc.edu/academic_employment/jobs/T09-27.pdf,"The University of California, Santa Cruz Center for Agroecology and Sustainable Agrifood Systems (CASFS) is accepting applications for an Associate Specialist for Experiential and Lifelong Education. Under the general direction of the CASFS Director, the Associate Specialist will assess the Center’s education programs, expand educational collaborations, and develop proposals for programs that increase our reach and effectiveness, particularly for underserved people.  Qualifications include an advanced degree or substantial experience in a relevant field such as education or community development.  Applications are due December 24, 2008.",Jobs & Internships
"12 Fellows, Env'l Studies, Associated Colleges of the South",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://chronicle.com/jobs/id.php?id=0000585442-01&pg=s&cc=,"The Associated Colleges of the South are announcing the availability of 12 two-year Post-doctoral Fellow Positions in Environmental Studies, with an emphasis on interdisciplinary scholarship in the humanities, social sciences, and sciences, to take place during the 2009 – 2010 and 2010 – 2011 academic years.  Positions will feature constructive mentoring, reduced teaching loads, and time for research.  Individual recruitment efforts will begin in January 2009.",Jobs & Internships
"Prof & Dir, Env'l Studies, Sewanee: the University of the South",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://chronicle.com/jobs/id.php?id=0000585822-01&pg=s&cc=,"The University of the South (TN) invites applications for a tenure-track position in Environmental Policy.  Applicants should have a Ph.D. in economics, political science, public administration, environmental studies, or an environmentally-associated discipline with a strong social science foundation.  He or she will offer courses in social science and interdisciplinary environmental studies that will complement other offerings on campus.  Review of applications will begin January 15, 2009 and will continue until the position is filled.",Jobs & Internships
"Post-Doctoral Scholar, Env'l Studies, U Nevada Las Vegas",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175352185,"The University of Nevada, Las Vegas Department of Environmental Studies seeks a Post-Doctoral research associate to participate in the Policy and Outreach and Education Components of a state-wide, multi-university, National Science Foundation-funded climate change infrastructure project. Primary responsibility will be to develop climate policy and outreach and research and activities, geovisual and scenario applications, and curriculum development, with an expectation of collaborating on related academic publications. The Post- Doctoral position begins in August of 2009 and is available for 3 years.  The ideal candidate will have a Ph.D. in an interdisciplinary field such as environmental policy and management, geography, or anthropology.  The review of materials will begin March 28, 2009 and will continue until the position is filled.",Jobs & Internships
"Asst Prof, Sustainable Sciences, U Hawaii Maui CC",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://chronicle.com/jobs/id.php?id=0000586153-01&pg=s&cc=,"The University of Hawaii Maui Community College invites applications for a non-tenure track Assistant Professor of Sustainable Sciences to begin in January of 2009.  The successful applicant will be responsible for developing a new program in Sustainable Sciences focusing on alternative energy applications and solutions. This will include teaching lower division and upper division courses in multiple areas of Energy, Environmental Sciences, Natural Resource and Environmental Management, Natural Science, and/or Engineering.  An earned doctorate in Engineering, Natural Science, Natural Resources and Environmental Management or related field from an accredited institution is required.  Review of applications will begin December 19, 2008 and continue until the position is filled.",Jobs & Internships
"Asst Prof, Env'l Policy & Planning, Alaska Pacific U",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://chronicle.com/jobs/id.php?id=0000586356-01&pg=s&cc=,"Alaska Pacific University is accepting applications for the position of Assistant Professor in Environmental Policy and Planning in the Environmental Science Department.  The successful candidate will assume primary responsibility for the Department's Environmental Studies Major, including the Sophomore Seminar: Introduction to Environmental Studies.  Qualifications include a Doctorate in environmental policy and planning or a related area, record of successful college teaching experience, and the ability to work collegially in a small University setting.  The candidate should understand Alaskan issues and have the ability to incorporate these into an active educational program.  Review of applications will begin February 5th, 2009.",Jobs & Internships
"Asst Prof, Natural Sciences, & Env'l Mgmt, Portland State U",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://chronicle.com/jobs/id.php?id=0000586587-01&pg=s&cc=,"The Environmental Science and Management Programs at Portland State University (OR) invites applications for a 9-month tenure-track Assistant Professor position.  Candidates should possess a Ph.D. and have a commitment to environmental research and undergraduate education. Teaching responsibilities include general education science and departmental courses. The candidate will pursue an agenda of scholarly research, publication, and external grant funding.  Review of applications begins February 20, 2009.",Jobs & Internships
"Asst/Assoc Prof, Env'l Studies, Ramapo College of New Jersey",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175352653,"Ramapo College of New Jersey seeks a tenure-track Assistant or Associate Professor of Environmental Studies.  The successful candidate will teach Methods of Sustainability, Ecological Economics, GIS, Energy and Society, and World Sustainability.  Qualifications include a Ph.D. and give years of experience.  Review of applications will begin immediately and continue until the position is filled.",Jobs & Internships
"Executive Assistant, Second Nature",Jul 30 2010 - 1:52pm,"December 14, 2008",12/14/08,,,http://boston.craigslist.org/gbs/ofc/952365516.html,"Second Nature is seeking an Executive Assistant to provide support to the senior leadership team. He or she will promote a strong professional image of Second Nature and the senior leadership; act as a liaison and communications link amongst and between the members of the senior leadership, organization staff, and others; and will manage the administration of the Second Nature offices, maintaining a productive work environment for all. Periodically, an administrative intern will report to this position.  The successful candidate will also provide support for the annual summit of the American College & University Presidents' Climate Commitment.  Qualifications include a college diploma in business administration or a related field with at least 5 years of experience in a similar position.  The position is available immediately and will remain open until filled.",Jobs & Internships
"Energy & Sustainability Manager, BCIT",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.bcjobs.ca/printerfriendly.cfm?JobId=86040,"The British Columbia Institute of Technology seeks an Energy and Sustainability Manager to play a key role in developing strategies to support sustainable development and environmental stewardship at all BCIT campuses.  The Energy and Sustainability Manager will prepare reports and policy proposals concerning the realization of the Environmental Stewardship and Sustainable Practices memorandum of agreement. In addition, the Manager will have the opportunity to implement a work program addressing energy, materials consumption, water, waste, and green space.  Qualifications include a Master's degree in Business or Environmental Management and five to ten years of work experience in organizational change management.  Applications are due January 11, 2009.",Jobs & Internships
"Asst/Assoc Professor, Sustainability, U New Mexico",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175353543,"The Civil Engineering Department at the University of New Mexico invites applications for a tenure-track Assistant or Associate Professor position in Sustainability to begin August 2009.  The successful candidate will be expected to develop an externally funded research program in sustainability, will teach undergraduate and graduate classes, and will participate in professional service activities.  The candidate should have a Ph.D. in Civil Engineering or a closely related engineering field.  The application deadline is February 1, 2009.",Jobs & Internships
"Asst Prof, Sustainable Product Design, Keene State College",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175353325,"Keene State College (NH) invites applications for a tenure-track faculty position in the newly established, multi-disciplinary Sustainable Product Design and Innovation (SPDI) program.  Primary teaching responsibilities will include some of the following areas: product design and development; visualization techniques from basic sketching and drafting to professional 2-D and 3-D computer modeling techniques, including SolidWorks and rendering software; material science, applications and processes used in manufacturing; design detailing and model-making techniques; rapid prototype and scanning technologies.  The successful candidate will be expected to commit to integrating sustainability issues into all product design courses, encouraging the development of a student design community, and collaborating with related academic disciplines and the regional manufacturing community.  A Master's degree in a relevant field is required.  Review of applications will begin immediately and will continue until the position is filled.",Jobs & Internships
"Visiting Asst Prof, Env'l Entrepreneurship, College of Wooster",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175353249,"The Environmental Studies program at the College of Wooster (OH) invites applications for a two-year visiting position, beginning Fall 2009, to teach courses in environment and entrepreneurship. The particular focus of the new position will be defined by the specific background and interests of the successful candidate. While he/she will teach courses in Environmental Entrepreneurship and Sustainability, as well as courses in his or her specialty area that stress innovation in addressing environmental challenges, the overall focus of the position may be theoretical or practical, international or more local.  Applications will be accepted until March 1, 2009.",Jobs & Internships
"Professor, Environmental Science, Collin County CC",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175353239,"Collin County Community College (TX) invites applications for a Professor of Environmental Science.  Teaching assignments may be on one or more of the college's campuses or offsite locations and may include concurrent enrollment, distance education, evening and weekend programs, online instruction and other instructional modalities.  A Master's degree is required, and teaching experience at a community college or university is desired.  The position is open until filled.",Jobs & Internships
"Instructor, Environmental Studies, Sierra College",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://chronicle.com/jobs/id.php?id=0000587367-01&pg=s&cc=,"Sierra College (CA) invites applications for an Instructor of Environmental Studies to develop curriculum and provide lecture and laboratory instruction for students in the study of Environmental Studies and other related courses.  The successful candidate will evaluate students' performance; assist in the selection part-time faculty members; function as a liaison with the Science and Mathematics Division with regard to Environmental Studies Department planning, business, scheduling, and staffing; participate in shared governance and other activities in support of the instructional program; and perform related work as assigned. This position will commence in the fall of 2009.  A Master's degree is required.  Applications are due February 10, 2009.",Jobs & Internships
"Energy Efficiency Technician Instructor, Mid-State Technical College",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://jobs.renewableenergyworld.com/careers/jobsearch/detail/jobId/15098044/viewType/rss,"Mid-State Technical College (WI) seeks an Energy Efficiency Technical Instructor to teach courses within the energy efficiency and Renewable Energy programs. The instructional emphasis will be in residential and light commercial energy management systems, energy efficiency testing equipment, computer applications related to energy system operation and energy efficiency testing including energy modeling software. Additional teaching responsibilities include traditional heating and cooling systems, building construction and codes, and renewable energy systems.  A Bachelor's degree in a related field is required and a Master's degree is preferred.",Jobs & Internships
"Instructor, Earth & Environmental Science, Brookdale CC",Jul 30 2010 - 1:52pm,"December 22, 2008",12/22/08,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175353137,"Brookdale Community College (NJ) invites applications for a faculty position in Earth and Environmental Science to begin September of 2009.  The successful candidate will teach courses in Environmental Science.  A Master's degree in Environmental Science, Marine Biology, or Oceanography is required.  Applications are due January 30, 2009.",Jobs & Internships
"Several Positions, Sustainability Programs, Portland State U",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587559-01&pg=s&cc=,"Portland State University (OR) is recruiting internationally recognized scholars committed to sustainability scholarship for tenure-track positions beginning fall 2009.  Successful faculty candidates will receive a tenure-track appointment in the most appropriate department or program and will also become an affiliated member of the University's interdisciplinary Center for Sustainable Processes and Practices.  Open faculty positions include Architecture and Sustainable Design, Ecohydrologic Systems/Green Infrastructure, Education and Sustainability, Energy Efficiency and Green Buildings, Green Transportation: Energy Infrastructure, and Social Health and Sustainability.  Open leadership positions include Director of the PSU Center for Sustainable Processes and Practices and Director of Development for Sustainable Initiatives.",Jobs & Internships
"Sustainability Coordinator, Unity College",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://www.unity.edu/AboutUnity/Jobs/StaffJobListings.aspx,"Unity College (ME) is seeking a sustainability coordinator to identify and then oversee the implementation of key activities and technologies that will advance carbon neutrality as one major piece of a comprehensive campus sustainability program.  In addition, the coordinator will further develop, implement, and supervise ongoing sustainability initiatives that demonstrate a “best practices” sustainable community.  This includes organic agriculture and animal husbandry, composting, recycling, sustainable building, and green design.  Qualifications include an advanced degree in sustainability, environmental policy or a related field, and an understanding of and experience in the field of environmental studies.  Training in energy and climate emissions accounting is highly desirable.  Review of applications will begin January 19, 2009, and will continue until the position is filled.",Jobs & Internships
"Faculty, Sustainability Initiative, Kean U",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587494-01&pg=s&cc=,"Kean University (NJ) seeks candidates for a full time, tenure-track faculty position for the Sustainability Initiative within the College of Natural, Applied and Health Sciences.  Responsibilities include teaching; coordinating a new Bachelor of Science degree program in Sustainability Science; planning the Sustainability Initiative; overseeing the hiring and evaluation of faculty; and leading program evaluation.  The anticipated start date is September 1, 2009.  A Ph.D. in an environmental field related to sustainability and experience in resource conservation and sustainability are required.  Review of applications will begin immediately and continue until position is filled.",Jobs & Internships
"Scholar, Sustainability of Human-Env Interactions, Dickinson College",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587665-01&pg=s&cc=,"Dickinson College (PA) invites applications for an 18-month Visiting Postdoctoral Scholar in Sustainability of Human-Environment Interactions to begin August 2009. The successful candidate will carry out a research project using spatial concepts and geographic information science methods (e.g. GIS) to explore questions about human interactions with the environment and implications for sustainability. The research project should be broadly interdisciplinary and address questions at the interface of at least two of the following: humanities, social sciences and natural sciences. Projects are sought with a focus on problems related to food systems and sustainable agriculture or land use change impacts on biogeochemical cycles and other ecosystem goods and services of watersheds, but proposals of projects on other aspects of human-environment interactions will also be considered.  To be eligible, candidates should have received a doctoral degree in 2004 or later, or expect to successfully defend a dissertation no later than August 2009.  Candidates should also have demonstrated expertise with geographic information systems (GIS), a record of research that applies spatial analysis to problems of human-environment interactions, and teaching experience.  Applications received by February 2, 2009, will receive full consideration. Review of applications will continue until the position is filled.",Jobs & Internships
"Professor, Sustainable Design, Philadelphia U",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://www.philau.edu/humanresources/FacSusDesign.htm,"Philadelphia University (PA) seeks a Professor of Sustainable Design.  S/he will be responsible for co-teaching graduate studios in sustainable Design with a focus on integrated design, teaching lecture/lab courses in an area of expertise, and pursuing research and/or practice.  A degree in Architecture and/or a degree in Engineering is required and candidates with direct experience with sustainable buildings and LEED accreditation are preferred.  The position is open until filled.",Jobs & Internships
"Program Mgr, Advancing Green Building Initiative, Second Nature",Jul 29 2010 - 5:56pm,"January 12, 2009",1/12/09,,,http://www.secondnature.org/documents/ProgramManagerPosition.pdf,"Second Nature seeks a Program Manager of the Advancing Green Building Initiative.  Under the leadership of the President and Vice President and reporting to the Director of Strategic Initiatives, the Program Manager for the Advancing Green Building initiative will manage Second Nature’s involvement in outreach and education to advance green building in higher education across the United States. In particular, the Program Manager – working with other Second Nature staff and its partners – will build new outreach and education activities and manage the implementation of these activities.  Qualifications include a graduate degree in Sustainability, Sustainable Development, Environmental Studies, Architecture, Communications, Management, or a related field.  Desired fields of expertise include higher education, sustainability, and education for sustainability.",Jobs & Internships
"Fellowship, Sustainability, Furman U",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000588123-01&pg=s&cc=,"Furman University (SC) seeks candidates for a two-year, full-time Post-Doctoral Fellowship in its interdisciplinary Center for Sustainability. The appointment will be for the academic years 2009-2010 and 2010-2011. The starting date is August 2009.  The successful candidate will have a research agenda that supports Furman's developing primary thematic areas for our Center for Sustainability: nature-society dynamics, ecological design and planning, and place-based documentation of environmental change and human response. The candidate will teach up to three courses per year and be mentored by senior environmental studies faculty.  A Ph.D. earned within the last five years is required.  Priority will be given to applications received by February 4, 2009.",Jobs & Internships
"Fellowship, Environmental Studies, Centre College",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587674-01&pg=s&cc=,"Centre College (KY) seeks candidates for a two-year teaching post-doctoral fellowship in environmental studies beginning August 2009.  The successful candidate will be trained in either environmental policy or ethics and, each year, will team-teach an interdisciplinary introductory course, an upper-level course in an area of the fellow's expertise, and a third course of the fellow's choosing.  A Ph.D. with specialization in environmental policy, environmental ethics, or environmental studies awarded within the last five years is required.  Review of applications will begin January 31, 2009.",Jobs & Internships
"Fellowship, Environmental Studies, Centenary College of Louisiana",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587939-01&pg=s&cc=,"Centenary College of Louisiana invites applications for a two-year post-doctoral fellowship position in Environmental Studies beginning fall 2009.  Responsibilities will include teaching 3 courses per academic year, working with existing faculty to improve environmental studies offerings, and conducting research. A Ph.D. in Environmental Studies or in a related field, a strong interest in teaching, and a commitment to scholarship are required.  Applications will be accepted until the position is filled, with review beginning February 2, 2009.",Jobs & Internships
"Assoc/Full Prof, Intl Energy and/or Env'l Policy, Johns Hopkins U",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587155-01&pg=s&cc=,"The Paul H. Nitze School of Advanced International Studies (SAIS) of the Johns Hopkins University (DC) is seeking to fill a tenured position at the level of associate or full professor of international energy and/or environmental policy studies. The ideal candidate will have a record of outstanding academic research and excellence in teaching, and a PhD in an appropriate field. Preference will be given to applicants with an interest in traditional and alternative energy technologies, the geopolitics of energy, or the environment. The successful candidate will direct a program in energy, environment, and other related areas at SAIS.  The application review period will begin on February 1, 2009 and will remain open until the position is filled.",Jobs & Internships
"Assist/Assoc Prof, Env'l Science, Richard Stockton College of NJ",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://chronicle.com/jobs/id.php?id=0000587650-01&pg=s&cc=,The Richard Stockton College of New Jersey invites applications for an Assistant or Associate Professor position in Environmental Science/Land Use Planning.  The successful candidate will direct a new Professional Science Master's degree program.  A Ph.D. is required and post-doctoral experience is desirable.  Screening will begin in early February 2009.,Jobs & Internships
"Internships, Second Nature",Jul 29 2010 - 5:57pm,"January 12, 2009",1/12/09,,,http://www.secondnature.org/documents/InternshipsAnnouncement_greenbuilding.pdf,"Second Nature is seeking students from minority backgrounds to work on multiple projects involving sustainability in higher education as part of its Diversity Interns Program. Interns will conduct research, gather information, and assist with the development of several new national programs focused on advancing green building at under-resourced colleges and universities (including minority-serving institutions and community colleges). This work may also include assisting with Second Nature’s other strategic initiatives, including the American College and University Presidents’ Climate Commitment (ACUPCC) and the Higher Education Association’s Sustainability Consortium (HEASC).  Graduate students are invited to apply, and very capable seniors and recent graduates will also be considered. This invitation is only open to minority students, including African American, Hispanic, or Native American students. Minority women are especially encouraged to apply.",Jobs & Internships
"Bicycle/Pedestrian Coordinator, U Wisconsin",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.ohr.wisc.edu/COB/PPABIKEPEDCOORD_0803809.htm,"The University of Wisconsin seeks a Bicycle/Pedestrian Coordinator to work out of Transportation Services in the Department of Facilities Planning and Management.  The successful candidate will assist the Transportation Demand Management (TDM) project manager in the following areas:  analysis of program needs, collecting data and information, developing options and plans, and issuing recommendations and implementing policies and procedures to achieve overall TDM goals.  In addition, this position is the primary contact for the University’s Bicycle/Pedestrian program and is responsible for its maintenance and development. Qualifications include 2 years of experience and/or a bachelor's degree in Urban and Regional Planning or a related field.  The first review of completed materials will be February 3, 2009.  Applications will be accepted until the position is filled.",Jobs & Internships
"Endowed Professorship, Sustainable Civil Infrastructure, Syracuse U",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://chronicle.com/jobs/id.php?id=0000588220-01&pg=s&cc=,The L.C. Smith College of Engineering and Computer Science and the Department of Civil and Environmental Engineering at Syracuse University invite applications and nominations for the inaugural appointment of the Abdallah H. Yabroudi Professorship in Sustainable Civil Infrastructure.  Qualifications include a Ph.D. in engineering or a closely related field; a strong record of extramurally funded research; and a potential to develop such research as evidenced by a distinguished history of managing international development projects.,Jobs & Internships
"Post-Doctoral Fellow, Environmental Restoration, Rollins College",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://chronicle.com/jobs/id.php?id=0000589427-01&pg=s&cc=,"The Department of Environmental Studies at Rollins College (FL) invites applications for a two-year postdoctoral fellow to begin in August of 2009. The successful applicant will be an interdisciplinary teacher/scholar who will integrate environmental restoration into the environmental studies curriculum. Teaching load will be one course each semester, with the potential for an additional field-based, short course in January. Successful applicant will also develop and pursue a significant research agenda in the field of environmental restoration.  Review of candidate materials begins February 15, 2009, and will continue until the position is filled.",Jobs & Internships
"Prof, Env Studies & Public Administration, U Nevada Las Vegas",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175356702,"The University of Nevada, Las Vegas Greenspun College of Urban Affairs invites applications for a joint appointment in the Departments of Environmental Studies and Public Administration. The appointment will be at the full professor rank.  Qualifications include a Ph.D. in a relevant discipline; a record of distinguished scholarship, teaching, and service appropriate to a tenured appointment at the full professor rank; and a proven ability to secure external funding.  Review of applications will begin February 15, 2009, and will continue until the position is filled.",Jobs & Internships
"Assistant Professor, Environmental Studies, Oberlin College",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://new.oberlin.edu/home/jobs/jobs_detail.dot?id=566442,"The Environmental Studies Program at Oberlin College (OH) invites applications for a full-time, one-year, non-continuing position as an Assistant Professor of Environmental Studies.  Appointment to this position will be for a term of one year, beginning fall semester of 2009. Candidates should have expertise in systems ecology or related areas such as simulation modeling, GIS, ecological engineering, or landscape ecology. The successful applicant will teach one introductory environmental studies course and courses in his/her area of expertise. Requirements include a PhD by the time of hiring and a demonstrated interest in undergraduate teaching.  Applications are due March 1, 2009.  Application materials received after that date may be considered until the position is filled.",Jobs & Internships
"Summer Research Fellowships, Sustainable Endowments Institute",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.endowmentinstitute.org/fellowships.html,The Sustainable Endowments Institute is seeking highly motivated and reliable individuals for full-time summer research fellowships. Research fellows will collaborate on surveying and analyzing sustainability initiatives at hundreds of colleges and universities in the United States and Canada to help produce the College Sustainability Report Card 2010 . The fellowship positions will last approximately 12 weeks and will start in June 2009. Flexible scheduling arrangements would be considered in certain circumstances. Applications will be considered on a rolling basis.,Jobs & Internships
"Green Campus Internship, NW SEED",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.nwgreencampus.org/news-1/internship-opportunities,"Northwest Sustainable Energy for Economic Development (Northwest SEED) invites students and/or staff and faculty at Northwest universities and community colleges to submit applications for a Green Campus internship.  Intern responsibilities include building coalitions and partnerships with other students and student groups to increase general knowledge of on campus energy issues and clean energy opportunities including on-site renewable energy projects, energy education and green fee campaigns for the purchase of clean energy and to support energy projects; developing campus leaders for organizing and outreach efforts; and developing support with faculty, the administration, and facilities management.  Student interns will receive mentoring and technical assistance from experienced Northwest SEED staff well-versed in renewable energy project management and implementation.  In addition, students will be provided with a small stipend and campaign budget for projects promoting green power and clean energy solutions.",Jobs & Internships
"Climate Fellowship Program, Clean Air-Cool Planet",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.cleanair-coolplanet.org/for_campuses/Climate_Fellows.php,"Clean Air-Cool Planet invites graduates and undergraduates to apply for 8 full time and 2 part time summer fellowships.  Placements include Carbon Reduction Analysis for the NWNA/Poland Spring Water Fleet; Climate Change Science and Policy; Climate Protection Action Plan; Climate Risk; Greenhouse Gas Reduction Planning and Education for York Hospital; Greening the Science Center; Policy Communications; Regional Energy and Climate Protection Plan; and Community Climate and Energy Action.  All applications are due February 22, 2009.",Jobs & Internships
"Summer Interns, Breakthrough Institute",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://breakthroughgen.org/2009/01/05/breakthrough-institute-seeks-nations-top-young-thought-leaders-for-paid-fellowship-in-summer-2009/,"The Breakthrough Institute is seeking up to ten young thought leaders for a paid Fellowship in Summer 2009 as part of its young leaders initiative, Breakthrough Generation.  Fellowships pay $300 per week and are awarded to individuals aged 18-25 who will be closely involved with Breakthrough’s high-level work. Activities and projects include writing short articles and op-eds, researching and writing policy white papers, and conducting interviews with the nation’s top political and policy experts. Fellows will work 40 hours per week for ten weeks during Summer 2009 from Breakthrough’s central office in Oakland, California.  Applications are due March 15, 2009.",Jobs & Internships
"IT Intern, AASHE",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.aashe.org/highlights/it_intern.php,"AASHE is looking for an IT intern who will help with the development of its website and online resource center.  Qualifications include experience working with the Drupal content management system or a desire to learn more about Drupal; proficiency with PHP5 or other OOP language; javascript/AJAX and/or Actionscript experience; and experience using version control system.   Responsibilities may include creating a multimedia library where users can watch sustainability videos and listen to podcasts; turning the AASHE Bulletin into an interactive, browsable database, implementing IP-based authentication so that website visitors on member campuses are automatically logged in, and developing specifications for a curriculum database.  Interns should be prepared to work remotely from a home office or from AASHE's central office in Lexington, Kentucky.  AASHE will begin reviewing applications on February 9, 2009 and will continue until the position is filled.",Jobs & Internships
"3 Undergrad Research Fellowships, U Pittsburgh",Jul 29 2010 - 5:57pm,"January 19, 2009",1/19/09,,,http://www.mascarocenter.pitt.edu/prospective-students/,"The Mascaro Center for Sustainable Innovation at the University of Pittsburgh (PA) seeks candidates for 3 Undergraduate Summer Research Experiences.  The International Research Experience for Students offers research experience in sustainable design for a select group of undergraduate engineering students.   Successful candidates will participate in a 12-week summer internship as a part of a research team.  The teams will be co-led by faculty from the University of Pittsburgh and faculty from Brazil.  The Research Experience for Undergraduates will focus on a broad array of sustainable engineering research projects such as design of alternatives to chlorinated products, using plants to provide safe drinking water, and modeling structure thermal flows.  The structured program provides students with research support and experience in leadership, teambuilding, proper research procedures, sustainable design, ethical issues, computing and library facilities, and presentation skills.  The Undergraduate Research Program is a 12-week summer program aimed at providing students with opportunities that go beyond the engineering classroom curriculum.  Students will develop their own ideas and work independently on hands-on research projects in sustainable engineering and will receive advice and guidance from a faculty mentor.",Jobs & Internships
"Director, Center for the Environment, Mount Holyoke College",Jul 29 2010 - 5:57pm,"January 26, 2009",1/26/09,,,http://chronicle.com/jobs/id.php?id=0000589571-01&pg=s&cc=,"Mount Holyoke College (MA) invites applications for the position of Leslie and Sarah Miller Director of the Center for the Environment. Reporting to the Dean of Faculty, the Director will head the Center and will be responsible for overseeing and expanding the College's curricular and programmatic initiatives in environmental education and campus sustainability.  The Director will play a leadership role in helping to build upon and highlight the College's long-standing commitment to environmental awareness and engagement.  A Ph.D is required.  Review of applications will begin February 25, 2009.",Jobs & Internships
"Sustainable Businesses & Communities Prgm Dir, Goddard College",Jul 29 2010 - 5:57pm,"January 26, 2009",1/26/09,,,http://chronicle.com/jobs/id.php?id=0000589189-01&pg=s&cc=,"Goddard College (VT) seeks a Program Director for the Master's in Socially Responsible Businesses and Sustainable Communities program.  The Director will commence work in the summer of 2009 and will be responsible for program operations including: hiring, training, supporting, retaining, coordinating, and evaluating faculty; consulting with staff to recruit and review prospective students; counseling students regarding program norms and personal issues; ensuring coherence and harmonious development of the program; and working with students, faculty, and staff to design and implement intensive residencies.  Requirements include a terminal degree in a relevant field.  Applicants who submit their materials by March 1, 2009 will be given primary consideration.",Jobs & Internships
"Researcher/Writer, Second Nature",Jul 29 2010 - 5:57pm,"January 26, 2009",1/26/09,,,http://www.secondnature.org/EmploymentOpportunities.html,"Second Nature is seeking a part-time temporary researcher/writer (20 hours per week for 10 weeks) to develop a comprehensive overview and assessment of all existing funding mechanisms that higher education institutions can use to implement sustainability initiatives projects on their campuses. This is an initiative to develop content for a web site that will contain up-to-date, comprehensive information on financing and funding alternatives for sustainability projects, an assessment of their relative merits and hurdles, and a description of the financial benefits of investing in sustainability projects.  Qualifications include a Bachelor's degree in finance, communications, sustainability, or a related field.",Jobs & Internships
