Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
Temple U Students Initiate Bike-Powered Concerts,Sep 27 2011 - 7:07pm,10/4/2011,Temple University,,"September 19, 2011",http://articles.philly.com/2011-09-19/news/30176192_1_power-plants-electrical-power-rec-center/2,"Verde Styles, an environmental student group at Temple University (PA), is expanding its bike-powered concert initiative. The idea has grown from a single bicycle that powered part of the sound system during Earth Day to a four-bike setup that recently powered the sound at two local green-awareness events. Next year, they plan to power a bigger concert with 50 to 60 bikes. The bikes were funded in part by a $5,000 grant from Hewlett-Packard.",Co-Curricular Education & Student Organizing
U Vermont Farmer Training Program,Sep 14 2011 - 4:10pm,9/20/2011,University of Vermont,,"September 20, 2011",http://learn.uvm.edu/sustainability/farmer-training/,"The University of Vermont is offering a six-month Farmer Training Program for aspiring farmers and food systems advocates. The full-time program offers the opportunity to manage a growing site and take classes from professors and expert farmers. Participants will earn a certificate in sustainable farming with an understanding of agricultural management, small-scale farming and entrepreneurial skills to start their own operation.",Opportunities
Campus Conservation Nationals 2012,Sep 14 2011 - 4:24pm,9/20/2011,Lucid,,"September 20, 2011",http://www.competetoreduce.org/,"Registration for Campus Conservation Nationals 2012 kicks off September 21 with a deadline of November 1. The nationwide resource use reduction competition challenges college and university campuses to achieve the greatest electricity and water use reductions during a three-week period. In the competition's inaugural year, participating institutions saved a total of $50,200 in energy costs and averted 816,000 pounds of carbon dioxide from the atmosphere. Competition begins Feb. 6, 2012.",Opportunities
Ithaca College Online Sustainability Leadership Certificate,Sep 15 2011 - 11:52am,9/20/2011,Ithaca College,,"September 20, 2011",http://www.ithaca.edu/gps/professional/devcert/sustainability/,"The professional certificate in sustainability leadership from Ithaca College (NY), offered in partnership with AASHE, is for practitioners who want to apply best practices in leading sustainability initiatives. The certificate catalog features 12, two-week seminars delivered online - anytime, anywhere - with open enrollment. The program currently has three upcoming seminars that will take place Sept. 29 – Oct. 15, 2011. ""How Green is Your Organization: Sustainable Infrastructure"" will help sustainability coordinators apply rating tools and environmental scans to assess an organization's level of achievement with industry standards in infrastructure. ""Design Effective Communication Media"" will give participants an understanding of how to engage an audience and enhance comprehension of messaging through graphic design and clear, crisp persuasive writing. ""Using Evaluation to Craft the Business Case for Sustainability"" will cover two common methods—return on investment and social return on investment—for establishing the quantitative and qualitative benefits of investing in sustainability initiatives. The registration deadline for all is September 29 and discounts are available for AASHE members.",Opportunities
EPA Climate Leadership Awards,Sep 15 2011 - 12:51pm,9/20/2011,U.S. Environmental Protection Agency,,"September 20, 2011",http://www.epa.gov/climateleaders/awards/index.html,"The U.S. Environmental Protection Agency, Climate Registry, Pew Center on Global Climate Change and Association of Climate Change Officers have established the Climate Leadership Awards. Higher education institutions and individuals are invited to apply for the awards, which recognize exemplary corporate, organizational and individual leadership in response to climate change. Specific recognition categories include Excellence in GHG Management, Supply Chain Leadership, Organizational Leadership and Individual Leadership. Award recipients will be honored at the first annual Climate Leadership Conference, to be held Feb. 29 - March 1, 2012. The deadline for nominations is Oct. 14, 2011.",Opportunities
Education for Sustainability Study Tour in Israel,Sep 16 2011 - 12:29pm,9/20/2011,,MOFET Institute,"September 20, 2011",http://mofetinternational.macam.ac.il/seminars/Pages/Education-for-Sustainability.aspx,"The MOFET Institute, a center for the professional development of teacher educators and teachers, has announced an eight-day study tour, ""Education for Sustainability: Bridging Cultural, Social and Political Gaps."" Slated for March 25 - April 1, 2012, the tour will explore sustainability education in Israel throughout the education system and public campaigns including dilemmas and problem solving in the fields of energy, water, agriculture, constructions, fauna and flora and the adaptation of man to desert conditions.",Opportunities
U Washington Introduces Green IT Certificate,Sep 16 2011 - 1:06pm,9/20/2011,"University of Washington, Seattle",,"September 20, 2011",http://www.pce.uw.edu/newsroom.aspx?id=8277,"The University of Washington's Professional & Continuing Education program has launched a new green IT certificate. The first course covers the basics of green computing and overall sustainability, the second focuses on managing the transition to green IT and the final course requires students to develop a compelling green IT roadmap for an enterprise.",Curriculum
SEI Green Revolving Fund Case Study Series: Harvard U,Sep 16 2011 - 1:25pm,9/20/2011,Harvard University Sustainable Endowments Institute,,"September 20, 2011",http://www.endowmentinstitute.org/cases/harvard.pdf,"The latest installment of the Sustainable Endowments Institute's new series, Green Revolving Funds in Action: Case Studies of 10 Colleges, features Harvard University's (MA) $12 million fund. In partnership with AASHE and other organizations, the series takes a look at how innovative green revolving funds save energy and ""grow money"" at higher education institutions.",New Resources
Call for Abstracts: Campus Community Partnerships Conference,Sep 16 2011 - 1:33pm,9/20/2011,Northern Kentucky University,,"September 20, 2011",http://www.greencampusky.org/,"The 2011 Campus Community Partnerships for Sustainability conference is now accepting presentation submissions in the areas of water and energy conservation, waste management, food, biodiversity, green building, transportation, sustainable education, social and environmental justice and living sustainably. Forty-five minute presentation abstracts are due September 26; poster presentations due October 7; and exhibits due October 21. The conference will be held Nov. 18-20, 2011 at Northern Kentucky University.",Opportunities
Yale U Revitalizes Green Event Certification,Sep 16 2011 - 2:19pm,9/20/2011,Yale University,,"September 20, 2011",http://sustainability.yale.edu/green-event-certification,"Yale University's (CT) Office of Sustainability has developed a new and improved green event certification to encourage, recognize and celebrate the voluntary sustainable efforts of campus event organizers. Participants interested in certifying their event can complete a green event checklist with action items in categories including transportation, stationery and handouts, catering, energy efficiency and offsets, waste, and event communications. A total score is calculated based on applicable action items for a bronze, silver, gold or platinum award.",Coordination & Planning
SEI Billion Dollar Green Challenge,Sep 19 2011 - 1:32pm,9/20/2011,Sustainable Endowments Institute,,"September 20, 2011",http://www.GreenBillion.org/,"The Sustainable Endowments Institute (SEI), in collaboration with AASHE and American College and University Presidents' Climate Commitment (ACUPCC), will launch the Billion Dollar Green Challenge on the main stage at the AASHE 2011 conference. The challenge encourages colleges and universities to invest a combined total of $1 billion in self-managed green revolving funds to finance energy efficiency improvements and provide an ongoing source for future conservation upgrades. To learn more about joining the Founding Circle of the Billion Dollar Green Challenge, contact Mark Orlowski at Mark@GreenBillion.org. The deadline to apply for inclusion in the Founding Circle is Sept. 30, 2011.",Opportunities
Dickinson College Receives $1 Mil Gift for Greenhouse Project,Sep 22 2011 - 11:46am,9/27/2011,Dickinson College,,"September 20, 2011",http://www.dickinson.edu/news-and-events/news/2011-12/Growing-Greener/,"Dickinson College (PA) has received a $1 million gift to fund a new research greenhouse on campus. The 1,400-square-foot facility will include three isolated research zones, a general use greenhouse area, a preparation potting area and climate-controlled laboratories. The greenhouse is expected to have a transformative effect on sustainability education, interdisciplinary learning and the college’s science curriculum.",Funding
Capilano U Launches Pilot Program to Improve Recycling Habits,Sep 22 2011 - 11:53am,9/27/2011,Capilano College,,"September 20, 2011",http://www.marketwatch.com/story/capilano-university-and-encorp-pacific-canada-partner-to-improve-recycling-habits-of-students-2011-09-20,Capilano University (BC) has partnered with Encorp Pacific to launch a pilot program aimed at increasing student use of on-site containers for recyclable beverages. New recycling bins with better signage will be placed around campus and the university will involve nearly 100 students in the project as part of their coursework.,Waste
U Denver Debuts Car Sharing Program,Sep 22 2011 - 11:54am,9/27/2011,University of Denver,,"September 20, 2011",http://www.duclarion.com/news/du-gets-first-car-sharing-program-1.2599532,"The University of Denver (CO) has partnered with car sharing program WeCar (a program of Enterprise Rent-a-Car) to offer on-campus access to car rentals for personal use. WeCar rentals are available for anyone over 18 years old with a valid driver’s license on an hourly, overnight and full-day basis with an initial enrollment fee of $35. The university hopes to take cars off the road and increase student mobility.",Transportation
Quinnipiac U Debuts Campus Energy Dashboard,Sep 28 2011 - 2:47pm,10/4/2011,Quinnipiac University,,"September 20, 2011",http://www.quinnipiac.edu/x5952.xml,"Quinnipiac University (CT) has launched a Building Dashboard website, allowing students to track their energy consumption around the clock. The system displays real-time data on energy used for electricity, heating and cooling for more than 20 buildings on the university's three campuses.",Energy
Dickinson College Receives Grant for Environmental Asian Studies,Oct 6 2011 - 4:01pm,10/11/2011,Dickinson College,,"September 20, 2011","http://www.dickinson.edu/news-and-events/news/2011-12/dickinson-receives-$50,000-grant-from-luce-foundation/","Dickinson College (PA) has received a $50,000 grant from the Henry Luce Foundation’s Luce Initiative on Asian Studies and the Environment program. The program encourages innovative approaches to Asian studies through the lens of the environment and sustainable development. The college will use sustainability as a unifying theme to incorporate Asian content into academic courses and research.",Curriculum
North Carolina State U Debuts Green Events Certification,Oct 6 2011 - 5:57pm,10/11/2011,North Carolina State University,,"September 20, 2011",http://sustainability.ncsu.edu/featured/certified-wolfpack-green-launches,"North Carolina State University has certified the first two events under its new ""Certified Wolfpack Green"" events program. The program includes food, waste, purchasing, education, marketing, transportation, energy and water, service and innovation categories that qualify campus events for a Contributor, Steward or Champion certification. The university's Sustainability Office has created a three-step process that event planners can complete toward certification.",Coordination & Planning
U Colorado Boulder Sees 9% Increase in Students of Color,Sep 23 2011 - 6:35pm,9/27/2011,University of Colorado Boulder,,"September 21, 2011",http://www.universitybusiness.com/news/cu-boulder-sees-9-increase-students-color,"The University of Colorado at Boulder's current student body is the most diverse ever, according to results from a campus census that show the number of students of color increased by 9 percent this fall over last year. The university credits campus recruiting and retention programs for the gain as minorities now make up 17 percent of the school's student body.",Diversity & Inclusion
NY Times: Higher Ed Seeking Out Students Who Can Pay Full Price,Sep 28 2011 - 2:21pm,10/4/2011,,The New York Times,"September 21, 2011",http://www.nytimes.com/2011/09/21/education/21admissions.html?_r=3&scp=2&sq=tamar%20lewin&st=cse,"More than half of the admissions officers at public research universities said in a recent Inside Higher Ed survey that they have been working harder in the past year to recruit students who need no financial aid and can pay full price, reports the New York Times. According to the survey of 462 admissions directors and enrollment managers, 22 percent of admissions officials at four-year institutions said the financial downturn has led them to pay more attention in their decision to applicants’ ability to pay. Admissions directors at many public universities said in the survey that recruiting more out-of-state and international students, who pay higher tuition, was their top strategy. At community colleges and private institutions, admissions officers were more likely to say that providing aid for low- and middle- income students was their focus.",Affordability & Access
Davidson College Launches Local Food Cart,Sep 28 2011 - 4:25pm,10/4/2011,Davidson College,,"September 21, 2011",http://davidsonnews.net/foodanddining/2011/09/21/on-campus-students-now-can-get-local-foods-on-the-go/,"Davidson College's (NC) Food Club has launched a mobile cart to provide local food to the campus community. The Food Cart sells locally produced pasta noodles, peaches, apples, sweet potatoes, tomatoes and pastries that club members purchase from the local farmers market.",Dining Services
U Wisconsin Oshkosh Opens New Green Building,Sep 28 2011 - 4:27pm,10/4/2011,University of Wisconsin-Oshkosh,,"September 21, 2011",http://www.uwosh.edu/today/14320/dedication-ceremony-held-for-campus-newest-academic-building-in-40-years/,"The University of Wisconsin-Oshkosh has dedicated its most environmentally friendly and efficient building on campus. Sustainable features of the 191,000-square-foot academic building include passive solar design, solar panels and a green roof. The university expects to save $182,000 annually on operating costs.",Buildings
2 New Pomona College Residence Halls to Seek LEED Platinum,Oct 6 2011 - 5:06pm,10/11/2011,Pomona College,,"September 21, 2011",http://www.pomona.edu/news/2011/09/21-residence-hall-opening.aspx,Pomona College (CA) has opened two new residence halls designed to LEED Platinum standards. Sustainable features of both buildings include a solar hot water system predicted to provide 80 percent of the buildings' needs; low water-use fixtures predicted to decrease water use 36.6 percent; a stormwater management plan; and sustainability tip cards and recycling rooms on every floor to encourage student residents to learn how to live more sustainably.,Buildings
Naropa U Named as EPA Green Power Partner,Oct 21 2011 - 2:43pm,10/25/2011,Naropa University,,"September 21, 2011",http://www.naropa.edu/news/EPAGreenPowerPartner.cfm,"Naropa University (CO) has announced its recognition as a Green Power Partner by the U.S. Environmental Protection Agency. One of 20 colleges and universities nationwide officially recognized for offsetting 100 percent of their emissions using green power and renewable energy, the university is purchasing more than 1 million kilowatt-hours of green power annually.",Purchasing
Tufts U Celebrates Car-Free Week,Sep 28 2011 - 4:31pm,10/4/2011,Tufts University,,"September 22, 2011",http://www.tuftsdaily.com/tufts-celebrates-car-free-week-promotes-sustainability-1.2635045,Tufts University's (MA) Office of Sustainability recently partnered with MassRIDES to promote Car-Free Week. Participants were encouraged to log every trip they completed without a car on the MassRIDES website. The Office of Sustainability targeted faculty members but also highlighted students’ potential to contribute to the program.,Transportation
Wellesley College Spearheads Inter-Campus Sustainability Cert.,Sep 29 2011 - 9:58am,10/4/2011,Babson College Franklin W. Olin College of Engineering Wellesley College,,"September 22, 2011",http://articles.boston.com/2011-09-22/yourtown/30190287_1_sustainability-liberal-arts-wellesley-college,"Wellesley College has received a $55,000 grant from the Andrew W. Mellon Foundation to lead a collaboration among fellow Massachusetts institutions Babson College and Franklin W. Olin College of Engineering to launch an inter-campus certificate program in sustainability. The new program will include courses relating to human impact on the environment across the liberal arts and sciences, business and engineering curricula that will be offered on all three campuses.",Curriculum
U Kansas Installs Energy-Efficient Light Bulbs,Sep 29 2011 - 10:00am,10/4/2011,University of Kansas,,"September 22, 2011",http://www.kansan.com/news/2011/sep/22/swapping-light-bulbs-makes-campus-more-energy-effi/?news,"In anticipation of the statewide energy conservation Take Charge Challenge, the University of Kansas' Center for Sustainability has partnered with Energy Solutions Professionals to replace approximately 3,000 incandescent bulbs with energy-efficient light bulbs around campus.",Energy
Hobart and William Smith Colleges Introduce Car Sharing Program,Sep 29 2011 - 10:10am,10/4/2011,Hobart and William Smith Colleges,,"September 22, 2011",http://www.hws.edu/dailyupdate/NewsDetails.aspx?aid=14643,"Hobart and William Smith Colleges (NY) recently launched a partnership with Zipcar, Inc. to offer a campus car sharing program. Two vehicles are currently available for use.",Transportation
Stonehill College Launches Car Sharing Program,Sep 29 2011 - 10:18am,10/4/2011,Stonehill College,,"September 22, 2011",http://easton-ma.patch.com/articles/greener-horizons-at-stonehill-college,"Stonehill College (MA) has launched a car sharing program on campus through a partnership with Zipcar, Inc. Two cars on campus are available for students, faculty and staff to rent starting at $7 an hour. The college expects the new program to reduce the use of permanent cars on campus.",Transportation
U Texas San Antonio Expands Solar Energy Program,Oct 6 2011 - 12:10pm,10/11/2011,University of Texas at San Antonio,,"September 22, 2011",http://www.uthscsa.edu/HSCnews/singleformat.asp?newID=3929,The University of Texas Health Science Center at San Antonio has announced plans to install 600 solar panels on its School of Medicine and a campus carport. The university expects the installations to collectively generate 131 kilowatts of power and provide 100 percent of the Academic and Administration Building’s energy needs at certain times of the day.,Energy
Whitman College Students Create Vermicomposting Program,Oct 6 2011 - 4:11pm,10/11/2011,Whitman College,,"September 22, 2011",http://whitmanpioneer.com/news/2011/09/22/composting-project-explores-greater-future-campus-sustainability/,Students from the Campus Climate Challenge at Whitman College (WA) have launched a new vermicomposting initiative. Thousands of worms will break down campus food waste into compost for campus landscaping. The college expects the vermicomposter to be able to process about 100 pounds of food waste per day.,Co-Curricular Education & Student Organizing
Georgia Tech Students Design Electric Vehicle System for Atlanta,Oct 21 2011 - 12:56pm,10/25/2011,Georgia Institute of Technology,,"September 22, 2011",http://www.gatech.edu/newsroom/release.html?nid=70162,"A team of undergraduate students at the Georgia Institute of Technology are helping the City of Atlanta toward its goal of becoming the first region in the country to have 50,000 electric vehicles on its roads. The city will use funding from the U.S. Department of Energy to implement the students’ proposal, which outlined electric vehicle adoption and marketing strategies and emphasized ways of reducing the cost to the city government.",Co-Curricular Education & Student Organizing
Medical U South Carolina Achieves $28K in Energy Savings,Oct 21 2011 - 1:44pm,10/25/2011,Medical University of South Carolina,,"September 22, 2011",http://academicdepartments.musc.edu/vpfa/eandf/sustainability/news.htm,"The Medical University of South Carolina achieved $28,000 in energy savings by participating in a local Green Business Challenge. For the challenge, which aimed to promote environmental sustainability while enhancing profitability, occupants of the university building worked together to turn off lights in unoccupied rooms and pull down blinds to reduce heating effects.",Energy
Grand Valley State U Approves Gender Neutral Housing,Dec 16 2011 - 1:38pm,12/20/2011,Grand Valley State University,,"September 22, 2011",http://www.lanthorn.com/index.php/article/2011/09/gender_neutral_housing_passed_at_gvsu,"Grand Valley State University (MI) has announced plans to offer a gender neutral housing option on the 2012 student housing application. The new policy will provide lesbian, gay, bisexual and transgender students with a supportive roommate situation. The Student Senate initially passed the resolution in March and a student-led Gender Neutral Housing Coalition has been actively seeking equality since early 2011.",Diversity & Inclusion
Rochester Inst. of Tech Starts Global Sustainability Ed Exchange,Sep 28 2011 - 1:11pm,10/4/2011,Rochester Institute of Technology,,"September 23, 2011",http://chronicle.com/article/Rochester-Institute-of/129128/?sid=at&utm_source=at&utm_medium=en,"The Rochester Institute of Technology (NY) has announced plans to share its model of sustainability education with institutions in five developing countries. By sharing curricula and supporting faculty exchanges and mentorships, the university aims to educate a global generation of scientists, engineers and businesspeople who can help find solutions to climate change, pollution and growing energy consumption.",Curriculum
San Diego State U to Establish Renewable Energy Training Center,Sep 29 2011 - 10:02am,10/4/2011,San Diego State University,,"September 23, 2011","http://www.ivpressonline.com/news/ivp-news-sdsuiv-receives-167-million-grant-for-brawley-renewable-energy-center-20110923,0,5017090.story","San Diego State University's (CA) Imperial Valley campus has been awarded a $1.67 million job creation grant to establish the Renewable Energy Generation Training and Demonstration Center. Acting as a field station for university researchers and students, the center will feature demonstration sites for renewable energy projects and a generalized power plant simulator to provide skills training for geothermal and solar power plant installations. The federal funds are intended to boost the green energy technology industry in the region by bringing in private companies to partner with the university for training.",Energy
Queen’s U Builds Solar Education Center,Sep 29 2011 - 10:07am,10/4/2011,Queen's University,,"September 23, 2011",http://queensjournal.ca/story/2011-09-23/news/energy-building/,The Solar Design Team at Queen’s University (ON) has designed a 640-square-foot house to act as a laboratory to test the applications of renewable energy sources in homes. The structure’s energy generation and consumption will constantly transform as the team tests different simulations to create a practical net-zero house.,Energy
Montgomery College Unveils New Green Science Center,Sep 29 2011 - 10:12am,10/4/2011,Montgomery College,,"September 23, 2011",http://us.vocuspr.com/ViewAttachment.aspx?EID=v7OQEXj5P0ldiJU6fQ8q1IKqagJVV%2FExQEu6qbKM9ws%3D,"Montgomery College (MD) has opened a new 140,000-square-foot Science Center designed to meet LEED Gold standards. Sustainable features include a green roof, high-efficiency chillers, solar panels, an underground cistern and recycled construction materials. Exterior features include native planting, extensive bicycle racks and a stormwater management pond.",Buildings
Montgomery County CC Uses Energy Savings for a Greener Campus,Oct 6 2011 - 4:53pm,10/11/2011,Montgomery County Community College,,"September 23, 2011",http://mc3green.wordpress.com/2011/09/23/energy-efficient-measures-generate-funds-for-greener-campuses/,"Montgomery County Community College (PA) has announced plans to use funds from energy savings for energy-efficient campus upgrades. The college will weatherize buildings and install wind turbines, photovoltaic solar panels and low-flow plumbing. The college expects a total energy savings of more than $6 million and will use the money to offset construction costs.",Energy
MIT Recognized as Business Leader for Efficiency Forward Program,Oct 21 2011 - 1:30pm,10/25/2011,Massachusetts Institute of Technology,,"September 23, 2011",http://mit.edu/mitei/campus/spotlights/2011-go-green-award.html,"The Massachusetts Institute of Technology has been recognized as a Business Leader by the Northeast Energy Efficiency Partnership for its MIT Efficiency Forward program. MIT plans to invest more than $13 million and use incentives from local utility provider NSTAR over the next three years to reduce campus electricity use by 15 percent by 2013. In its first year, the program exceeded goals by 30 percent with a savings of more than 13 million kilowatt hours.",Energy
Syracuse U Center of Excellence Awarded LEED Platinum,Oct 26 2011 - 6:39pm,11/1/2011,Syracuse University,,"September 23, 2011",http://insidesu.syr.edu/2011/09/23/leed/,"Syracuse University’s (NY) Center of Excellence has been awarded LEED Platinum certification. Headquartered on a three-acre, EPA-designated brownfield site, the construction process cleared the land of environmental contamination and restored it for sustained use. Sustainable features include a stormwater detention tank, demand-controlled ventilation, waterless urinals and a roof designed for future installation of photovoltaics, building-scale wind turbines and rooftop HVAC units.",Buildings
Monmouth U to Increase Solar Energy System Capacity,Oct 6 2011 - 12:12pm,10/11/2011,Monmouth University,,"September 24, 2011",http://longbranch.patch.com/articles/seven-monmouth-university-buildings-to-be-equipped-with-solar-panels,"Monmouth University (NJ) has announced that it will increase its on-campus solar-generated electricity to 650 kilowatts under a new Power Purchase Agreement. Pro-Tech Energy Solutions and partner Torcon, Inc. will equip seven of the university’s buildings with solar panels.",Energy
Vancouver Island U Adds Gathering Place for Aboriginal Students,Oct 19 2011 - 1:43pm,10/25/2011,Vancouver Island University,,"September 24, 2011",http://www2.canada.com/nanaimodailynews/story.html?id=29dcfc1c-e395-4591-9a18-2434023c6c5a,"Vancouver Island University has opened a new meeting place for aboriginal students on campus. Designed to resemble a traditional Coast Salish longhouse with sustainable features including a green roof, the 3,900-square-foot Shq'apthut building is one of 27 being created at public postsecondary institutions across British Columbia through a $13.6 million investment by the province.",Diversity & Inclusion
Chronicle of Higher Ed: U.S. Seeking Foreign Student Diversity,Sep 29 2011 - 10:58am,10/4/2011,Chronicle of Higher Education,,"September 25, 2011",http://chronicle.com/article/US-Colleges-Seek-Greater/129098/,"There is a growing effort by higher education institutions in the U.S. to attract a more geographically diverse group of foreign students, according to a recent Chronicle of Higher Education article. By recruiting more students from underrepresented countries including South Asia and Latin America, admissions officers hope to enrich campus culture, help undergraduates prepare for globalized workplaces and hedge against the risk of a sudden drop-off in foreign enrollment.",Diversity & Inclusion
Blog: AASHE Mourns the Passing of Wangari Maathai,Sep 26 2011 - 3:40pm,9/27/2011,,AASHE,"September 26, 2011",http://www.aashe.org/blog/aashe-mourns-passing-wangari-maathai,"In this AASHE blog, Executive Director Paul Rowland pays tribute to Nobel Peace Prize winner Wangari Maathai, 71, who died September 25 in her home country of Kenya. Dr. Maathai, who was scheduled to give the opening keynote at the AASHE 2011 conference, had been hospitalized for ovarian cancer in the preceding weeks.",New Resources
Fed Officials Announce $500 Mil for CC Job Training,Sep 29 2011 - 10:05am,10/4/2011,,U.S. Department of Education and U.S. Department of Labor,"September 26, 2011",http://www.communitycollegetimes.com/Pages/Funding/Feds-finally-announce-colleges-to-share-$500M-for-job-training.aspx,"To help dislocated workers shift to new careers, the U.S. Department of Education and U.S. Department of Labor have announced that 32 community colleges and consortia will share $500 million for job training and workforce development. The grants are designed to work in tandem to increase opportunities for the unemployed with the president's recently proposed American Jobs Act, which would provide $5 billion to renovate community colleges.",Funding
Oberlin College Art Museum Renovation Earns LEED Gold,Sep 29 2011 - 10:08am,10/4/2011,Oberlin College,,"September 26, 2011",http://new.oberlin.edu/home/news-media/detail.dot?id=3498088,"Oberlin College’s (OH) renovation of the Allen Memorial Art Museum has achieved LEED Gold certification. Built in 1917, the building features geothermal wells and new energy-efficient mechanical systems to meet stringent climate control requirements. Additional sustainable features include the preservation of the building’s footprint, protection of vegetated open space and the use of materials with recycled content.",Buildings
Philadelphia Universities to Debut Electric Vehicles,Oct 5 2011 - 2:17pm,10/11/2011,Drexel University Temple University University of Pennsylvania,,"September 26, 2011",http://www.gridphilly.com/grid-magazine/2011/9/26/no-such-thing-believe-it-or-not-electric-vehicles-are-coming.html,"Electric cars will be placed at the University of Pennsylvania, Drexel University and Temple University as part of a Philadelphia-based initiative among the Pennsylvania Department of Environmental Protection, PhillyCarShare and the Mayor's Office of Sustainability, which includes installing infrastructure for plug-in electric vehicles throughout the city.",Transportation
Ohio State U Purchases Hybrid Buses,Oct 6 2011 - 4:51pm,10/11/2011,"Ohio State University, The",,"September 26, 2011",http://www.thelantern.com/campus/cabs-rolls-out-diesel-electric-hybrid-buses-1.2612982,"The Ohio State University has purchased two diesel-electric powered hybrid buses for the Campus Area Bus Service. Powered by a clean diesel hybrid electrical propulsion system, the university plans to boost campus fuel economy, reduce emissions, decrease noise pollution and reduce maintenance costs with the new mass transit vehicles.",Transportation
U Alaska Anchorage Plants Trees at Local Farm,Oct 21 2011 - 5:51pm,10/25/2011,University of Alaska Anchorage,,"September 26, 2011",http://greenandgold.uaa.alaska.edu/index.php?option=com_content&view=article&id=8058&Itemid=1,More than 20 volunteers from the University of Alaska Anchorage recently planted over 250 trees at the Palmer Experimental Farm north of Anchorage.,Public Engagement
U Iowa Wins NSF Grant for Sustainability Implementation Study,Sep 21 2011 - 4:54pm,9/27/2011,University of Iowa,,"September 27, 2011",https://research.uiowa.edu/ovpr/node/146,"An associate professor in the University of Iowa's School of Urban and Regional Planning has been awarded a three-year, $389,987 grant from the National Science Foundation to study the hurdles that stand in the way of local sustainability initiatives and how communities can address the snags. Because of New Zealand's success in sustainable local governance, planning and development agencies in randomly selected, mid-sized cities in the country will be compared with similarly selected agencies and cities in the U.S.",Research
"An Action Plan for Higher Ed Workplace Diversity, Inclusion",Sep 21 2011 - 5:05pm,9/27/2011,,College and University Professional Association for Human Resources,"September 27, 2011",http://www.cupahr.org/knowledgecenter/files/heworkplace/HEWorkplace_Vol3No2_Inclusive_Leadership.pdf,"The College and University Professional Association for Human Resources (CUPA-HR) has released its Inclusion Cultivates Excellence Position Statement and Action Plan, which delivers a call to action to encourage inclusion and diversity of all types in all sectors of the higher education workplace. The action plan lays out goals to help higher education HR professionals lead workforce diversity and inclusion efforts on campus.",New Resources
'America's Next Eco-Star' Campus Competition,Sep 21 2011 - 5:54pm,9/27/2011,SmartPower,,"September 27, 2011",http://apps.facebook.com/contestshq/contests/139814,"U.S. college or university students, faculty and administrators are encouraged to submit nominations for SmartPower's ""America's Next Eco-Star"" competition. Each school can nominate up to three contestants, chosen by the school's sustainability director, who can accept the challenge by submitting a video about their commitment to clean energy and energy efficiency on campus. Nominations end October 28 and the deadline for video submissions is December 30.",Opportunities
AASHE Sustainability Across the Curriculum Leadership Workshop,Sep 21 2011 - 6:04pm,10/25/2011 10/11/2011 9/27/2011,,AASHE,"September 27, 2011",http://www.aashe.org/events/workshops/curriculum,"AASHE's latest Sustainability Across the Curriculum Leadership workshop is slated for Jan. 9-10, 2012 at Emory University (GA). For faculty leaders of all disciplines who wish to develop curriculum change programs around sustainability on their campuses, the workshop will include two days of presentations, exercises, discussions, reflection and planning. Participants will experience a range of workshop strategies, hear local experts, and enjoy outdoor place-based activities and dialogue with faculty from around the country. The deadline for applications is Oct. 28, 2011.",Opportunities
Student Opportunity: USGBC Green Jobs Summit,Sep 21 2011 - 6:12pm,9/27/2011,U.S. Green Building Council,,"September 27, 2011",http://www.greenbuildexpo.org/education/Greenbuild-Summits/Green-Jobs-Summit.aspx,"Student discounts of 75 percent are available for the U.S. Green Building Council's upcoming Green Jobs Summit. Slated for Oct. 4, 2011, the summit will convene key leaders and visionaries to discuss an action plan for the green economy.",Opportunities
STARS Discount During AASHE 2011,Sep 21 2011 - 6:24pm,10/11/2011 10/4/2011 9/27/2011,,AASHE,"September 27, 2011",https://stars.aashe.org/pages/get-involved/registration.html,"Institutions that register for AASHE's STARS program during the week of the AASHE 2011 conference (October 9-14) will receive a $250 discount. Registration will be discounted to $650 for AASHE member institutions and to $1,150 for non-members. This offer applies to new registrants only.",Opportunities
Provide Input for Rio+20,Sep 23 2011 - 12:55pm,10/4/2011 9/27/2011,,AASHE,"September 27, 2011",http://www.aashe.org/node/54492,"Join the discussion of what role higher education does, can and should play in sustainable development. AASHE is collaborating with Australasian Campuses Towards Sustainability (Australia) and the Environmental Association for Universities and Colleges (UK) to inform the delegates to the 2012 United Nations Conference on Sustainable Development (UNCSD) regarding the critical role of higher education (known in some countries as tertiary education). Comments may be recorded here for inclusion in the joint document. AASHE will also host a session titled ""A Holistic Approach to Rio+20"" at the AASHE 2011 Conference on Monday, Oct. 10, 2011 at 10:00 am Eastern to further discuss this input.",Opportunities
U Michigan Announces $14 Mil Campus Sustainability Overhaul,Sep 29 2011 - 10:49am,10/4/2011,University of Michigan,,"September 27, 2011",http://www.freep.com/article/20110927/NEWS06/110927019/U-M-spend-14-million-build-solar-panel-field-buy-37-new-hybrid-vehicles?odyssey=tab|topnews|text|FRONTPAGE,"The University of Michigan has announced plans to invest $14 million in campus sustainability initiatives. Plans include the purchase of a fleet of 37 hybrid vehicles, a 40 percent reduction in campus waste output, an ""extensive"" solar array installation and a formal commitment to support local farmers and producers. The university is aiming for a 25 percent reduction in greenhouse gas emissions by 2025.",Coordination & Planning
