Title,Post date,Date; time,Issues,Institution(s),Other Organization(s),URL,Body,All terms
2011 International Institute on Partnerships,2011-03-9,"May 23-25, 2011",03/14/2011,,,http://www.pdx.edu/cae/international-institute-partnerships,"Portland State University's (OR) Second International Institute on Partnerships: From Reciprocity to Collective Transformation: Achieving the Potential of Community-Campus Partnerships, will convene an international group of faculty, students, community partners and administrators who are similarly interested in advancing the role of community-higher education partnerships in society. The event will focus on the bedrock work of partnerships themselves - local, national and international - with a program directed to strengthening the capacity of both community and higher education constituents for participation in transformative partnerships. Through a blend of presentations from the field, plenaries and working sessions, the event will explore strategies to address persistent challenges, analyze promising practices and examine research to advance the study of partnerships.",Events
STARS Webinar: Sustainable Investing,2011-05-3,"May 24, 2011; 2:00 p.m. Eastern",05/17/2011,,,https://stars.aashe.org/pages/news-events/stars-webinars/,"This STARS webinar will explore ways that institutions can support sustainability by investing in companies and funds that, in addition to providing a strong rate of return, are committed to social and environmental responsibility. The webinar will include an overview of why sustainable investing is important, approaches to the STARS Investment credits, perspectives on research and implementation of sustainable investing by the STARS Technical Advisors and strategies to assist institutions with sustainable investing.",Events
Webinar: Measuring Campus Sustainability as an Educational Tool,2011-05-5,"May 25, 2011; 11:00 a.m. - 12:15 p.m. Eastern",05/10/2011,,ISOS Group,https://www3.gotomeeting.com/register/293944758,"Faculty, administration and students from colleges and universities nationwide are invited to join the ISOS Group, an international sustainability consulting group and certified trainer for the Global Reporting Initiative, for this ""Learning by Doing: Measuring Campus Sustainability"" webinar. Including perspectives from AASHE's STARS program, University of Massachusetts Dartmouth and University of Maryland, this webinar will focus on the potential for sustainability reporting, rating and ranking tools to empower and educate students. While the primary purpose of these tools is for the measuring, comparing and advancement of campus sustainability, collaboration with curriculum development and students themselves provides a powerful tool for student learning.",Events
World Environment Day,2011-05-26,"June 5, 2011",05/31/2011,,,http://www.unep.org/wed/index.asp,"The United Nations Environment Program invites schools, governments, non-governmental organizations, businesses, industry, media and individuals to participate in the annual World Environment Day celebration. The UN encourages participants to organize sustainability events including flash mobs, online and social media activities, film festivals, competitions, concerts and demonstration activities to stimulate worldwide awareness of the environment and encourage political attention and action. Registered events will be posted on the World Environment Day website become part of the Wide World of WED map.",Events
EPA Southeastern Sustainable Colleges and Universities Conference,2011-05-26,"June 6-7, 2011",05/31/2011,,,http://atlanta.daybooknetwork.com/story/2011/05/19/40230spelman-epa-conference.shtml,"The U. S. Environmental Protection Agency and Spelman College (GA) will co-host the 2nd Annual Southeastern Symposium on Sustainable Environmental Practices at Colleges and Universities. The agenda will include sessions on sustainable facilities and infrastructure practices; food public policy, production pedagogy and community gardens; accessing environmental funding; and developing environmental programs and initiatives. The conference will also showcase information to achieve operational savings, enhance programs and reduce environmental impacts.",Events
ISCN Demonstrating Campus Sustainability Conference,2011-04-5,"June 8-10, 2011",04/11/2011,,"International Sustainable Campus Network, University of Gothenburg",http://www.international-sustainable-campus-network.org/index.php?id=79,"The International Sustainable Campus Network (ISCN) and the University of Gothenburg in Sweden will host this ""Pathways to Progress: Demonstrating Campus Sustainability"" conference. Events will explore campus sustainability topics covered by ISCN working groups including the performance of individual buildings; campus-wide planning and target setting; and the integration of research, education and facilities. There is a 10 percent discount for those who register before April 15, 2011.",Events
ACPA Institute on Sustainability,2011-03-18,"June 12-14, 2011",6/07/2011 05/17/2011 03/21/2011,,ACPA,http://www.myacpa.org/pd/sustainability/,"Hosted by the University of Colorado at Boulder, the fourth annual ACPA (College Student Educators International) Institute on Sustainability will bring together students, staff and faculty from colleges and universities across the country. The goal of the Institute is to provide individuals and institutional teams with a plethora of knowledge about sustainability so that they can return to their campuses prepared to contribute to the development of sustainable policies and practices and the education of campus community members. AASHE members can register at the member rate.",Events
ACUPCC Webinar: Farm-to-School Successes and Challenges,2011-05-23,"June 13, 2011; 2:00 - 3:30 p.m. Eastern",05/31/2011,,,http://www.presidentsclimatecommitment.org/node/7242,"The American College & University Presidents' Climate Commitment (ACUPCC) will explore the key issues campuses should know about as the interest and demand for local and sustainable food sourcing is on the rise at colleges and universities in this ""Farm to Campus: The Successes and Challenges of Sourcing Local and Sustainable Food"" webinar. Sodexo will share the current local and sustainable food trends on campuses throughout the country, how it measures success in the area of local and sustainable sourcing, and issues of food safety and quality when sourcing food from local farms and campus gardens. Pennsylvania-based Kegel's Produce will present their experience as a vendor and distributor including their approach to local food sourcing, and the University of Louisville (KY) will share its experience rolling out a variety of local food initiatives on campus and working with Sodexo and the campus community to accomplish local food goals.",Events
Financing Energy Efficiency on Campus,2011-05-26,"June 14, 2011; 12 p.m. Eastern",05/31/2011,,,https://www1.gotomeeting.com/register/584801048,"California Institute of Technology's energy manager and sustainability manager will discuss their new Energy Conservation Investment Program during this Lucid Design Group webinar. The institute is investing upwards of $8 million a year on energy efficiency projects, and getting a 15 percent return on a six-year investment. This webinar will explore how institutions can turn energy efficiency into a mechanism to achieve campus carbon reduction goals and support broader campus sustainability initiatives.",Events
AACSB Sustainability Conference,2010-12-9,"June 15-17, 2011",04/11/2011 12/13/10,,,http://www.aacsb.edu/Sustainability/index.html,"Join a diverse group of experts and educators to discuss elements of sustainable business, corporate social responsibility, ethics and special initiatives to implement effective changes at the Association to Advance Collegiate Schools of Business (AACSB) Sustainability Conference. AACSB International is an association of educational institutions, businesses and other organizations devoted to the advancement of management education. Early bird registration rates are available through May 4, 2011.",Events
